nlp_Problem_Term,PPL_Id,Snomed_Concept_Id,Snomed_Preferred_Term,UMLS_CUI,Snomed_Description_Id,Snomed_Description,Snomed_Description_Type,ICD9_Code,ICD9_Description,ICD10_Code,ICD10_Description,STY,Excluded,ProblemCategory,Source
"Acute myeloid leukemia with maturation, FAB M2",NULL,359648001,"Acute myeloid leukemia with maturation, FAB M2",C1879321,474244013,"Acute myeloid leukemia with maturation, FAB M2",1,205.81,Oth myl leuk w rmsion,C92.Z1,"Myeloid leukemia, unspecified in relapse",Neoplastic Process,N,NULL,PEPrL and Subset
Acute myeloid leukemia without mention of remission,569,91861009,"Acute myeloid leukemia, disease",C0023467,152160016,Acute myeloid leukemia without mention of remission,2,205,"Acute myeloid leukemia, without mention of having achieved remission",C92.00,"Acute myeloblastic leukemia, not having achieved remission",Neoplastic Process,N,NULL,MTERMS
"Acute myeloid leukemia,",569,91861009,"Acute myeloid leukemia, disease",C0023467,509749015,"Acute myeloid leukemia, disease",1,205,"Acute myeloid leukemia, without mention of having achieved remission",C92.00,"Acute myeloblastic leukemia, not having achieved remission",Neoplastic Process,N,NULL,MTERMS
"Acute myeloid leukemia, disease",569,91861009,"Acute myeloid leukemia, disease",C0023467,509749015,"Acute myeloid leukemia, disease",1,205,"Acute myeloid leukemia, without mention of having achieved remission",C92.00,"Acute myeloblastic leukemia, not having achieved remission",Neoplastic Process,N,NULL,PEPrL and Subset
"Acute myelomonocytic leukaemia, FAB M4",NULL,110005000,"Acute myelomonocytic leukemia, FAB M4",C0023479,345017014,"Acute myelomonocytic leukaemia, FAB M4",1,205.01,Act myl leuk w rmsion,C92.51,"Acute myelomonocytic leukemia, in remission",Neoplastic Process,N,NULL,MTERMS
"Acute myelomonocytic leukemia, FAB M4",NULL,110005000,"Acute myelomonocytic leukemia, FAB M4",C0023479,202892010,"Acute myelomonocytic leukemia, FAB M4",1,205.01,Act myl leuk w rmsion,C92.51,"Acute myelomonocytic leukemia, in remission",Neoplastic Process,N,NULL,PEPrL and Subset
Acute myocardial infarction,1590,57054005,Acute myocardial infarction,C0155626,94884017,Acute myocardial infarction,1,410.9,"Acute myocardial infarction of unspecified site, episode of care unspecified",I21.3,ST elevation (STEMI) myocardial infarction of unspecified site,Disease or Syndrome,N,Myocardial Infarction,PEPrL and Subset
Acute myocardial infarction of anterior wall,NULL,54329005,Acute myocardial infarction of anterior wall,C2349195,90302019,Acute myocardial infarction of anterior wall,1,410.1,"Acute myocardial infarction of other anterior wall, episode of care unspecified",I21.09,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall,Disease or Syndrome,N,Myocardial Infarction,PEPrL and Subset
Acute myocardial infarction of diaphragmatic wall,NULL,73795002,Acute myocardial infarction of inferior wall,C0264700,122559017,Acute myocardial infarction of diaphragmatic wall,2,410.4,"Acute myocardial infarction of other inferior wall, episode of care unspecified",B95.2,Enterococcus as the cause of diseases classified elsewhere,Disease or Syndrome,N,Myocardial Infarction,MTERMS
Acute myocardial infarction of inferior wall,NULL,73795002,Acute myocardial infarction of inferior wall,C0264700,122557015,Acute myocardial infarction of inferior wall,1,410.4,"Acute myocardial infarction of other inferior wall, episode of care unspecified",B95.2,Enterococcus as the cause of diseases classified elsewhere,Disease or Syndrome,N,Myocardial Infarction,PEPrL and Subset
Acute myocardial infarction of lateral wall,NULL,58612006,Acute myocardial infarction of lateral wall,C0340311,97399018,Acute myocardial infarction of lateral wall,1,410.5,"Acute myocardial infarction of other lateral wall, episode of care unspecified",I21.29,STEMI involving oth sites,Disease or Syndrome,N,Myocardial Infarction,PEPrL and Subset
Acute nasal catarrh,NULL,82272006,Common cold,C0009443,136466010,Acute nasal catarrh,2,460,Nasopharyngitis NOS,J00,Acute nasopharyngitis [common cold],Disease or Syndrome,N,NULL,MTERMS
Acute nasopharyngitis,NULL,82272006,Common cold,C0009443,136470019,Acute nasopharyngitis,2,460,Nasopharyngitis NOS,J00,Acute nasopharyngitis [common cold],Disease or Syndrome,N,NULL,MTERMS
Acute non-Q wave infarction,NULL,307140009,Acute non-Q wave infarction,C0585017,450322013,Acute non-Q wave infarction,1,410.71,"Subendocardial infarction, initial episode of care",I21.4,Non-ST elevation (NSTEMI) myocardial infarction,Disease or Syndrome,N,Myocardial Infarction,PEPrL and Subset
Acute non-ST segment elevation myocardial infarction,NULL,401314000,Acute non-ST segment elevation myocardial infarction,C1276061,1780501013,Acute non-ST segment elevation myocardial infarction,1,410.71,"Subendocardial infarction, initial episode of care",I21.4,Non-ST elevation (NSTEMI) myocardial infarction,Disease or Syndrome,N,Myocardial Infarction,PEPrL and Subset
acute nonsuppurative otitis media,1303,359609001,Acute secretory otitis media,C0271432,2476663014,Acute nonsuppurative otitis media,2,381,Ac nonsup otitis med NOS,H65.199,"Other acute nonsuppurative otitis media, unspecified ear",Disease or Syndrome,N,NULL,MTERMS
Acute non-suppurative otitis media,1303,359609001,Acute secretory otitis media,C0271432,2670857015,Acute non-suppurative otitis media,2,381,Ac nonsup otitis med NOS,H65.119,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), unspecified ear",Disease or Syndrome,N,NULL,MTERMS
Acute non-suppurative otitis media - serous,1231,194240006,Acute serous otitis media,C0155415,299013019,Acute non-suppurative otitis media - serous,2,381.01,Acute serous otitis media,H65.0,"Other disorders of external ear in diseases classified elsewhere, unspecified ear",Disease or Syndrome,N,NULL,Subset
Acute nontransmural infarction,NULL,70422006,Acute subendocardial infarction,C0264710,116993010,Acute nontransmural infarction,2,410.7,"Subendocardial infarction, episode of care unspecified",I21.4,Non-ST elevation (NSTEMI) myocardial infarction,Disease or Syndrome,N,Myocardial Infarction,MTERMS
Acute oedema of lung,NULL,40541001,Acute pulmonary edema,C0155919,492667013,Acute oedema of lung,2,518.4,Acute lung edema NOS,J81,Acute respiratory distress syndrome,Disease or Syndrome,N,NULL,MTERMS
Acute oesophagitis,NULL,409656006,Acute esophagitis,C0149882,2469143017,Acute oesophagitis,1,530.12,Acute esophagitis,K20.9,"Esophagitis, unspecified",Disease or Syndrome,N,NULL,MTERMS
Acute on cholecystitis,NULL,396335001,Acute and chronic cholecystitis,C0302472,1785554014,Acute on chronic cholecystitis,2,575.12,Acute and chronic cholecystitis,K81.2,Acute cholecystitis with chronic cholecystitis,Disease or Syndrome,N,NULL,MTERMS
Acute on chronic cholecystitis,NULL,396335001,Acute and chronic cholecystitis,C0302472,1785554014,Acute on chronic cholecystitis,2,575.12,Acute and chronic cholecystitis,K81.2,Acute cholecystitis with chronic cholecystitis,Disease or Syndrome,N,NULL,MTERMS
Acute organic reaction,868,2776000,Delirium,C0011206,483655018,Acute organic reaction,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Acute osteomyelitis,NULL,409780002,Acute osteomyelitis,C0158371,2471514017,Acute osteomyelitis,1,730,"Acute osteomyelitis, site unspecified",M86.10,"Other acute osteomyelitis, unspecified site",Disease or Syndrome,N,NULL,PEPrL and Subset
Acute osteomyelitis of the ankle and foot,NULL,268017000,Acute osteomyelitis of the ankle and/or foot,C0264039,400321010,Acute osteomyelitis of the ankle and foot,2,730.07,"Acute osteomyelitis, ankle and foot",M86.179,"Other acute osteomyelitis, unspecified ankle and foot",Disease or Syndrome,N,NULL,MTERMS
Acute osteomyelitis of the ankle and/or foot,NULL,268017000,Acute osteomyelitis of the ankle and/or foot,C0264039,1489904011,Acute osteomyelitis of the ankle and/or foot,1,730.07,"Acute osteomyelitis, ankle and foot",M86.179,"Other acute osteomyelitis, unspecified ankle and foot",Disease or Syndrome,N,NULL,Subset
Acute otitis externa,NULL,30250000,Acute otitis externa,C0149948,50629012,Acute otitis externa,1,380.12,Acute swimmers' ear,H60.509,"Unspecified acute noninfective otitis externa, unspecified ear",Disease or Syndrome,N,NULL,Subset
Acute otitis media,NULL,3110003,Acute otitis media,C0271429,6257016,Acute otitis media,1,382.9,Otitis media NOS,H66.90,"Otitis media, unspecified, unspecified ear",Disease or Syndrome,N,NULL,PEPrL and Subset
Acute otitis media with effusion,NULL,35183001,Acute transudative otitis media,C0271432,58707018,Acute otitis media with effusion,2,381,Ac nonsup otitis med NOS,H65.90,"Unspecified nonsuppurative otitis media, unspecified ear",Disease or Syndrome,N,NULL,MTERMS
Acute pain,NULL,274663001,Acute pain,C0184567,410499012,Acute pain,1,780.99,Other general symptoms,R68.89,Other general symptoms and signs,Sign or Symptom,N,NULL,Subset
Acute pancreatitis,NULL,197456007,Acute pancreatitis,C0001339,303630010,Acute pancreatitis,1,577,Pancreatitis NOS,K85.9,"Acute pancreatitis, unspecified",Disease or Syndrome,N,NULL,PEPrL and Subset
Acute pelvic inflammatory,NULL,237037006,Acute pelvic inflammatory disease,C0149959,355291010,Acute pelvic inflammatory disease,1,614.3,Acute parametritis and pelvic cellulitis,N73.0,Acute parametritis and pelvic cellulitis,Disease or Syndrome,N,NULL,MTERMS
Acute pelvic inflammatory  of the female pelvic organs AND/OR tissues,NULL,237037006,Acute pelvic inflammatory disease,C0149959,355292015,Acute pelvic inflammatory disease of the female pelvic organs AND/OR tissues,2,614.3,Acute parametritis and pelvic cellulitis,N73.0,Acute parametritis and pelvic cellulitis,Disease or Syndrome,N,NULL,MTERMS
Acute pelvic inflammatory disease,NULL,237037006,Acute pelvic inflammatory disease,C0149959,355291010,Acute pelvic inflammatory disease,1,614.3,Acute parametritis and pelvic cellulitis,N73.0,Acute parametritis and pelvic cellulitis,Disease or Syndrome,N,NULL,PEPrL and Subset
Acute pelvic inflammatory disease of the female pelvic organs AND/OR tissues,NULL,237037006,Acute pelvic inflammatory disease,C0149959,355292015,Acute pelvic inflammatory disease of the female pelvic organs AND/OR tissues,2,614.3,Acute parametritis and pelvic cellulitis,N73.0,Acute parametritis and pelvic cellulitis,Disease or Syndrome,N,NULL,MTERMS
Acute peptic ulcer,NULL,196682000,Acute peptic ulcer,C0729245,302546016,Acute peptic ulcer,1,533.3,Acute peptic ulcer NOS,K27.3,"Acute peptic ulcer, site unspecified, without hemorrhage or perforation",Disease or Syndrome,N,NULL,PEPrL and Subset
Acute peptic ulcer with haemorrhage,NULL,12274003,Acute peptic ulcer with hemorrhage,C0267288,470365013,Acute peptic ulcer with haemorrhage,1,533,"Peptic ulcer, site unspecified",K27.0,"Acute peptic ulcer, site unspecified, with hemorrhage",Disease or Syndrome,N,NULL,MTERMS
Acute peptic ulcer with hemorrhage,NULL,12274003,Acute peptic ulcer with hemorrhage,C0267288,21136016,Acute peptic ulcer with hemorrhage,1,533,"Peptic ulcer, site unspecified",K27.0,"Acute peptic ulcer, site unspecified, with hemorrhage",Disease or Syndrome,N,NULL,PEPrL and Subset
Acute perforated appendicitis,NULL,286967008,Acute perforated appendicitis,C0564755,426465018,Acute perforated appendicitis,1,540,Ac append w peritonitis,K35.2,Acute appendicitis with generalized peritonitis,Disease or Syndrome,N,NULL,PEPrL
Acute pericarditis,NULL,15555002,Acute pericarditis,C0155679,26378016,Acute pericarditis,1,420.9,"Acute pericarditis, unspecified",I30.9,"Acute pericarditis, unspecified",Disease or Syndrome,N,NULL,Subset
Acute pericementitis,NULL,21638000,Acute periodontitis,C0001342,36305013,Acute pericementitis,2,523.33,Acute periodontitis,K05.20,"Aggressive periodontitis, unspecified",Disease or Syndrome,N,NULL,MTERMS
Acute periodontitis,NULL,21638000,Acute periodontitis,C0001342,36304012,Acute periodontitis,1,523.33,Acute periodontitis,K05.20,"Aggressive periodontitis, unspecified",Disease or Syndrome,N,NULL,Subset
Acute peripheral vestibulopathy,NULL,186738001,Epidemic vertigo,C0751908,2475555010,Acute peripheral vestibulopathy,2,386.12,Vestibular neuronitis,A88.1,Epidemic vertigo,Disease or Syndrome,N,NULL,MTERMS
Acute pharyngitis,NULL,363746003,Acute pharyngitis,C0001344,486416017,Acute pharyngitis,1,462,Acute pharyngitis,J02.9,"Acute pharyngitis, unspecified",Disease or Syndrome,N,NULL,PEPrL and Subset
Acute PID,NULL,237037006,Acute pelvic inflammatory disease,C0149959,355293013,Acute PID,2,614.3,Acute parametritis and pelvic cellulitis,N73.0,Acute parametritis and pelvic cellulitis,Disease or Syndrome,N,NULL,MTERMS
Acute PN - pyelonephritis,NULL,36689008,Acute pyelonephritis,C0520575,1228680016,Acute PN - pyelonephritis,2,590.1,Acute pyelonephritis without lesion of renal medullary necrosis,N10,Acute tubulo-interstitial nephritis,Disease or Syndrome,N,NULL,MTERMS
Acute poliomyelitis,332,398102009,Acute poliomyelitis,C0032371,1777666018,Acute poliomyelitis,1,45.9,"Acute poliomyelitis, unspecified, poliovirus, unspecified type",A80.9,"Acute poliomyelitis, unspecified",Disease or Syndrome,N,NULL,PEPrL and Subset
Acute polyarticular juvenile rheumatoid arthritis,924,75822003,Acute polyarticular juvenile rheumatoid arthritis,C0157916,125937016,Acute polyarticular juvenile rheumatoid arthritis,1,714.31,"Polyarticular juvenile rheumatoid arthritis, acute",M08.3,Juvenile rheumatoid polyarthritis (seronegative),Disease or Syndrome,N,NULL,PEPrL
Acute posterior myocardial infarction,NULL,233838001,Acute posterior myocardial infarction,C0340318,350371016,Acute posterior myocardial infarction,1,410.5,"AMI lateral NEC, unspec",I21.29,STEMI involving oth sites,Disease or Syndrome,N,Myocardial Infarction,PEPrL and Subset
Acute posthemorrhagic anemia,NULL,267530009,Acute posthemorrhagic anemia,C0154298,399227018,Acute posthemorrhagic anemia,1,285.1,Acute posthemorrhagic anemia,D62,Acute posthemorrhagic anemia,Disease or Syndrome,N,NULL,PEPrL
Acute post-infective radiculoneuropathy,970,40956001,Guillain-Barré syndrome,C0018378,492850016,Acute post-infective radiculoneuropathy,2,357,Ac infect polyneuritis,G61.0,Guillain-Barre syndrome,Disease or Syndrome,N,NULL,MTERMS
Acute post-trauma stress state,NULL,192042008,Acute post-trauma stress state,C0338916,295482019,Acute post-trauma stress state,1,308.3,Other acute reactions to stress,F43.11,"Post-traumatic stress disorder, acute",Mental or Behavioral Dysfunction,N,NULL,PEPrL
"Acute promyelocytic leukaemia, FAB M3",NULL,110004001,"Acute promyelocytic leukemia, FAB M3",C0023487,345004011,"Acute promyelocytic leukaemia, FAB M3",1,205.01,Act myl leuk w rmsion,C92.41,"Acute promyelocytic leukemia, in remission",Neoplastic Process,N,NULL,MTERMS
"Acute promyelocytic leukemia, FAB M3",NULL,110004001,"Acute promyelocytic leukemia, FAB M3",C0023487,202890019,"Acute promyelocytic leukemia, FAB M3",1,205.01,Act myl leuk w rmsion,C92.41,"Acute promyelocytic leukemia, in remission",Neoplastic Process,N,NULL,PEPrL and Subset
Acute prostatitis,NULL,79411002,Acute prostatitis,C0149524,131754019,Acute prostatitis,1,601,Acute prostatitis,N41.0,Acute prostatitis,Disease or Syndrome,N,NULL,Subset
Acute pseudo-obstruction of colon,NULL,35065006,Primary chronic pseudo-obstruction of colon,C0009377,486049017,Acute pseudo-obstruction of colon,2,564.89,Other functional disorders of intestine,K59.8,Other specified functional intestinal disorders,Disease or Syndrome,N,NULL,MTERMS
Acute psycho-organic condition,868,2776000,Delirium,C0011206,483653013,Acute psycho-organic syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Acute psycho-organic disease,868,2776000,Delirium,C0011206,483653013,Acute psycho-organic syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Acute psycho-organic disorder,868,2776000,Delirium,C0011206,483653013,Acute psycho-organic syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Acute psycho-organic syndrome,868,2776000,Delirium,C0011206,483653013,Acute psycho-organic syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Acute pulmonary edema,NULL,40541001,Acute pulmonary edema,C0155919,67598017,Acute pulmonary edema,1,518.4,Acute lung edema NOS,J81,Acute respiratory distress syndrome,Disease or Syndrome,N,NULL,PEPrL and Subset
